--------- beginning of main
09-18 20:55:00.594  5888  5888 W com.loopmobile: Unexpected CPU variant for X86 using defaults: x86_64
09-18 20:55:00.603  5888  5888 D CompatibilityChangeReporter: Compat change id reported: 171979766; UID 10201; state: ENABLED
--------- beginning of system
09-18 20:55:00.605  5888  5888 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.loopmobile]: x86_64, null instrumentation[com.loopmobile.test]: null, null
09-18 20:55:00.607  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=1 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318])
09-18 20:55:00.608  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=2 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460])
09-18 20:55:00.609  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=3 (PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}} | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674])
09-18 20:55:00.609  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=4 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154])
09-18 20:55:00.613  5888  5888 V GraphicsEnvironment: ANGLE Developer option for 'com.loopmobile' set to: 'default'
09-18 20:55:00.613  5888  5888 V GraphicsEnvironment: Neither updatable production driver nor prerelease driver is supported.
09-18 20:55:00.614  5888  5888 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 20:55:00.615  5888  5888 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 20:55:00.615  5888  5888 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=2 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]})
09-18 20:55:00.616  5888  5888 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=3 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154:/data/app/~~NMBzsPRYqw2G4tYmTIBEpw==/com.loopmobile-ffFZ5ZGmNeo5kd82R4-rwA==/base.apk*617495623])
09-18 20:55:00.617  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=1 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154:/data/app/~~NMBzsPRYqw2G4tYmTIBEpw==/com.loopmobile-ffFZ5ZGmNeo5kd82R4-rwA==/base.apk*617495623])
09-18 20:55:00.618  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=2 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154:/data/app/~~NMBzsPRYqw2G4tYmTIBEpw==/com.loopmobile-ffFZ5ZGmNeo5kd82R4-rwA==/base.apk*617495623])
09-18 20:55:00.618  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=3 (PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}} | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154:/data/app/~~NMBzsPRYqw2G4tYmTIBEpw==/com.loopmobile-ffFZ5ZGmNeo5kd82R4-rwA==/base.apk*617495623])
09-18 20:55:00.619  5888  5888 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=4 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~HJXmJrVj2WMompVdrMSOvg==/com.loopmobile.test-tSAaM8UOUsW80Mk7HxwRsg==/base.apk*1810352154:/data/app/~~NMBzsPRYqw2G4tYmTIBEpw==/com.loopmobile-ffFZ5ZGmNeo5kd82R4-rwA==/base.apk*617495623])
09-18 20:55:00.621  5888  5888 D NetworkSecurityConfig: No Network Security Config specified, using platform default
09-18 20:55:00.622  5888  5888 D NetworkSecurityConfig: No Network Security Config specified, using platform default
09-18 20:55:00.624  5888  5888 I MonitoringInstr: Instrumentation started!
09-18 20:55:00.639  5888  5888 V TestEventClient: No service name argument was given (testDiscoveryService, testRunEventService or orchestratorService)
09-18 20:55:00.642  5888  5888 V fb-UnpackingSoSource: locked dso store /data/user/0/com.loopmobile/lib-main
09-18 20:55:00.644  5888  5888 V fb-UnpackingSoSource: deps mismatch on deps store: regenerating
09-18 20:55:00.644  5888  5888 V fb-UnpackingSoSource: so store dirty: regenerating
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libc++_shared.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libfabricjni.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libfb.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libfbjni.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libfolly_runtime.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libglog.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libglog_init.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libimagepipeline.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libjsc.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libjscexecutor.so: deferring to libdir
09-18 20:55:00.674  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libjsi.so: deferring to libdir
09-18 20:55:00.675  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libjsijniprofiler.so: deferring to libdir
09-18 20:55:00.675  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/libjsinspector.so: deferring to libdir
09-18 20:55:00.675  5888  5888 D ApkSoSource: not allowing consideration of lib/x86_64/liblogger.so: deferring to libdir
