--------- beginning of main
09-18 21:01:50.373  6465  6465 W com.loopmobile: Unexpected CPU variant for X86 using defaults: x86_64
09-18 21:01:50.382  6465  6465 D CompatibilityChangeReporter: Compat change id reported: 171979766; UID 10203; state: ENABLED
--------- beginning of system
09-18 21:01:50.384  6465  6465 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.loopmobile]: x86_64, null instrumentation[com.loopmobile.test]: null, null
09-18 21:01:50.386  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=1 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318])
09-18 21:01:50.387  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=2 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460])
09-18 21:01:50.387  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=3 (PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}} | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674])
09-18 21:01:50.388  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=4 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~RWPTp2ELGZCnJ1DlIizA3A==/com.loopmobile.test-dySR1rPSSe-zFMyB1Um1Rg==/base.apk*1810352154])
09-18 21:01:50.391  6465  6465 V GraphicsEnvironment: ANGLE Developer option for 'com.loopmobile' set to: 'default'
09-18 21:01:50.391  6465  6465 V GraphicsEnvironment: Neither updatable production driver nor prerelease driver is supported.
09-18 21:01:50.392  6465  6465 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 21:01:50.393  6465  6465 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 21:01:50.393  6465  6465 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=2 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]})
09-18 21:01:50.394  6465  6465 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=3 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~RWPTp2ELGZCnJ1DlIizA3A==/com.loopmobile.test-dySR1rPSSe-zFMyB1Um1Rg==/base.apk*1810352154:/data/app/~~P9Vk-OeWPfy5IgHWHE0E5g==/com.loopmobile-3dDjsYIARMhHiOFAdkmTAA==/base.apk*617495623])
09-18 21:01:50.395  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=1 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~RWPTp2ELGZCnJ1DlIizA3A==/com.loopmobile.test-dySR1rPSSe-zFMyB1Um1Rg==/base.apk*1810352154:/data/app/~~P9Vk-OeWPfy5IgHWHE0E5g==/com.loopmobile-3dDjsYIARMhHiOFAdkmTAA==/base.apk*617495623])
09-18 21:01:50.395  6465  6465 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=2 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~RWPTp2ELGZCnJ1DlIizA3A==/com.loopmobile.test-dySR1rPSSe-zFMyB1Um1Rg==/base.apk*1810352154:/data/app/~~P9Vk-OeWPfy5IgHWHE0E5g==/com.loopmobile-3dDjsYIARMhHiOFAdkmTAA==/base.apk*617495623])
