--------- beginning of main
09-18 20:42:52.075  5097  5097 W com.loopmobile: Unexpected CPU variant for X86 using defaults: x86_64
09-18 20:42:52.083  5097  5097 D CompatibilityChangeReporter: Compat change id reported: 171979766; UID 10199; state: ENABLED
--------- beginning of system
09-18 20:42:52.086  5097  5097 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.loopmobile]: x86_64, null instrumentation[com.loopmobile.test]: null, null
09-18 20:42:52.087  5097  5097 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=1 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318])
09-18 20:42:52.088  5097  5097 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=2 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460])
09-18 20:42:52.089  5097  5097 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=3 (PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}} | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674])
09-18 20:42:52.089  5097  5097 W com.loopmobile: ClassLoaderContext classpath size mismatch. expected=0, found=4 (PCL[] | PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~iq4XAT1lUV-zcRoDQtdg1g==/com.loopmobile.test-bBJiICGGZRH7h6lSYLSVng==/base.apk*1810352154])
09-18 20:42:52.092  5097  5097 V GraphicsEnvironment: ANGLE Developer option for 'com.loopmobile' set to: 'default'
09-18 20:42:52.092  5097  5097 V GraphicsEnvironment: Neither updatable production driver nor prerelease driver is supported.
09-18 20:42:52.093  5097  5097 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 20:42:52.094  5097  5097 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
09-18 20:42:52.095  5097  5097 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=2 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]})
09-18 20:42:52.095  5097  5097 W com.loopmobile: ClassLoaderContext shared library size mismatch. Expected=0, found=3 (PCL[] | PCL[]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]#PCL[/system/framework/android.test.runner.jar*1585996318]{PCL[/system/framework/android.test.base.jar*3790657674]#PCL[/system/framework/android.test.mock.jar*3278543460]}};PCL[/system/framework/android.test.runner.jar*1585996318:/system/framework/android.test.mock.jar*3278543460:/system/framework/android.test.base.jar*3790657674:/data/app/~~iq4XAT1lUV-zcRoDQtdg1g==/com.loopmobile.test-bBJiICGGZRH7h6lSYLSVng==/base.apk*1810352154:/data/app/~~Dnq1THnXc9asscVp1Hrxxw==/com.loopmobile--8V80K5EO2UpaNpT8A_kdQ==/base.apk*617495623])
